                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4013,                      0,                      1,                 1.3916,              1.428e-05,              1.428e-05,              1.428e-05
                      2,                 1.3914,                0.08333,                      1,                 1.3881,             3.4522e-05,             3.4522e-05,             3.4522e-05
                      3,                 1.3571,                   0.25,                      1,                 1.3822,              5.335e-05,              5.335e-05,              5.335e-05
                      4,                 1.3371,                   0.25,                      1,                 1.3761,             7.0765e-05,             7.0765e-05,             7.0765e-05
                      5,                 1.3024,                0.41667,                      1,                 1.3672,             8.6765e-05,             8.6765e-05,             8.6765e-05
                      6,                 1.2855,                    0.5,                      1,                   1.36,             0.00010135,             0.00010135,             0.00010135
                      7,                 1.2643,                0.58333,                      1,                 1.3507,             0.00011453,             0.00011453,             0.00011453
                      8,                 1.2207,                0.58333,                      1,                 1.3457,             0.00012629,             0.00012629,             0.00012629
                      9,                 1.2188,                0.58333,                      1,                 1.3368,             0.00013663,             0.00013663,             0.00013663
                     10,                 1.1261,                0.58333,                      1,                 1.3326,             0.00014556,             0.00014556,             0.00014556
                     11,                 1.2074,                0.58333,                      1,                 1.3243,             0.00015308,             0.00015308,             0.00015308
                     12,                 1.1021,                0.58333,                      1,                 1.3195,             0.00015919,             0.00015919,             0.00015919
                     13,                 1.0562,                    0.5,                      1,                 1.3099,             0.00016388,             0.00016388,             0.00016388
                     14,                 1.0778,                    0.5,                      1,                  1.305,             0.00016715,             0.00016715,             0.00016715
                     15,                 1.0454,                    0.5,                      1,                 1.2942,             0.00016902,             0.00016902,             0.00016902
                     16,                 1.0068,                    0.5,                      1,                 1.2871,             0.00016947,             0.00016947,             0.00016947
                     17,                 1.0462,                    0.5,                      1,                 1.2771,              0.0001685,              0.0001685,              0.0001685
                     18,                0.94898,                    0.5,                      1,                 1.2693,             0.00016613,             0.00016613,             0.00016613
                     19,                0.92344,                    0.5,                      1,                 1.2639,             0.00016234,             0.00016234,             0.00016234
                     20,                0.88216,                    0.5,                      1,                 1.2589,             0.00015713,             0.00015713,             0.00015713
                     21,                0.89984,                0.58333,                      1,                 1.2519,             0.00015051,             0.00015051,             0.00015051
                     22,                0.87832,                0.66667,                      1,                 1.2414,             0.00014248,             0.00014248,             0.00014248
                     23,                0.77723,                0.66667,                      1,                 1.2357,             0.00013303,             0.00013303,             0.00013303
                     24,                0.81108,                0.58333,                      1,                 1.2307,             0.00012217,             0.00012217,             0.00012217
                     25,                0.75057,                0.58333,                      1,                 1.2281,              0.0001099,              0.0001099,              0.0001099
                     26,                0.70919,                0.58333,                      1,                 1.2248,             9.6211e-05,             9.6211e-05,             9.6211e-05
                     27,                0.70213,                0.66667,                      1,                 1.2203,              8.111e-05,              8.111e-05,              8.111e-05
                     28,                 0.6989,                0.58333,                      1,                 1.2188,             6.4596e-05,             6.4596e-05,             6.4596e-05
                     29,                0.70257,                0.58333,                      1,                 1.2188,             4.6667e-05,             4.6667e-05,             4.6667e-05
                     30,                0.85202,                0.66667,                      1,                 1.2162,             2.7325e-05,             2.7325e-05,             2.7325e-05
