                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3953,                   0.25,                      1,                 1.3803,              1.428e-05,              1.428e-05,              1.428e-05
                      2,                 1.3833,                0.41667,                      1,                 1.3777,              3.469e-05,              3.469e-05,              3.469e-05
                      3,                  1.394,                    0.5,                      1,                 1.3739,             5.3889e-05,             5.3889e-05,             5.3889e-05
                      4,                 1.3478,                0.58333,                      1,                 1.3703,             7.1875e-05,             7.1875e-05,             7.1875e-05
                      5,                 1.3159,                0.41667,                      1,                 1.3662,              8.865e-05,              8.865e-05,              8.865e-05
                      6,                 1.2893,                    0.5,                      1,                 1.3615,             0.00010421,             0.00010421,             0.00010421
                      7,                 1.2757,                0.58333,                      1,                 1.3544,             0.00011856,             0.00011856,             0.00011856
                      8,                 1.2421,                0.58333,                      1,                 1.3504,              0.0001317,              0.0001317,              0.0001317
                      9,                 1.2271,                0.58333,                      1,                 1.3408,             0.00014363,             0.00014363,             0.00014363
                     10,                 1.1982,                0.58333,                      1,                 1.3343,             0.00015435,             0.00015435,             0.00015435
                     11,                  1.211,                0.58333,                      1,                 1.3234,             0.00016385,             0.00016385,             0.00016385
                     12,                 1.1488,                0.58333,                      1,                 1.3171,             0.00017215,             0.00017215,             0.00017215
                     13,                 1.0911,                    0.5,                      1,                 1.3017,             0.00017923,             0.00017923,             0.00017923
                     14,                 1.1175,                    0.5,                      1,                 1.2949,              0.0001851,              0.0001851,              0.0001851
                     15,                 1.0099,                    0.5,                      1,                 1.2784,             0.00018975,             0.00018975,             0.00018975
                     16,                 0.9529,                0.66667,                      1,                 1.2693,              0.0001932,              0.0001932,              0.0001932
                     17,                 1.0097,                0.66667,                      1,                 1.2534,             0.00019543,             0.00019543,             0.00019543
                     18,                0.94397,                0.66667,                      1,                 1.2406,             0.00019645,             0.00019645,             0.00019645
                     19,                0.92407,                0.66667,                      1,                 1.2285,             0.00019626,             0.00019626,             0.00019626
                     20,                0.86642,                0.66667,                      1,                 1.2182,             0.00019486,             0.00019486,             0.00019486
                     21,                0.81052,                0.66667,                      1,                 1.2038,             0.00019225,             0.00019225,             0.00019225
                     22,                0.90433,                0.66667,                      1,                 1.1919,             0.00018842,             0.00018842,             0.00018842
                     23,                0.84813,                0.66667,                      1,                 1.1795,             0.00018339,             0.00018339,             0.00018339
                     24,                0.85702,                   0.75,                      1,                 1.1716,             0.00017714,             0.00017714,             0.00017714
                     25,                0.76138,                   0.75,                      1,                 1.1601,             0.00016968,             0.00016968,             0.00016968
                     26,                0.80655,                   0.75,                      1,                 1.1502,             0.00016101,             0.00016101,             0.00016101
                     27,                0.80038,                   0.75,                      1,                 1.1426,             0.00015112,             0.00015112,             0.00015112
                     28,                0.78392,                   0.75,                      1,                 1.1327,             0.00014003,             0.00014003,             0.00014003
                     29,                0.63557,                   0.75,                      1,                 1.1327,             0.00012772,             0.00012772,             0.00012772
                     30,                0.70216,                   0.75,                      1,                 1.1299,              0.0001142,              0.0001142,              0.0001142
                     31,                0.74863,                   0.75,                      1,                 1.1265,              9.947e-05,              9.947e-05,              9.947e-05
                     32,                0.62989,                   0.75,                      1,                 1.1197,             8.3528e-05,             8.3528e-05,             8.3528e-05
                     33,                0.60191,                   0.75,                      1,                 1.1197,             6.6373e-05,             6.6373e-05,             6.6373e-05
                     34,                0.67829,                   0.75,                      1,                 1.1232,             4.7532e-05,             4.7532e-05,             4.7532e-05
                     35,                0.57007,                   0.75,                      1,                 1.1188,             2.7336e-05,             2.7336e-05,             2.7336e-05
