                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4013,                      0,                      1,                 1.3916,              1.428e-05,              1.428e-05,              1.428e-05
                      2,                 1.3913,                0.08333,                      1,                 1.3881,             3.4993e-05,             3.4993e-05,             3.4993e-05
                      3,                 1.3568,                   0.25,                      1,                 1.3821,             5.4858e-05,             5.4858e-05,             5.4858e-05
                      4,                 1.3361,                   0.25,                      1,                 1.3758,             7.3875e-05,             7.3875e-05,             7.3875e-05
                      5,                 1.2995,                0.41667,                      1,                 1.3667,             9.2043e-05,             9.2043e-05,             9.2043e-05
                      6,                 1.2802,                    0.5,                      1,                 1.3592,             0.00010936,             0.00010936,             0.00010936
                      7,                 1.2572,                0.58333,                      1,                 1.3493,             0.00012584,             0.00012584,             0.00012584
                      8,                 1.2107,                0.58333,                      1,                 1.3438,             0.00014146,             0.00014146,             0.00014146
                      9,                 1.2069,                0.58333,                      1,                 1.3338,             0.00015623,             0.00015623,             0.00015623
                     10,                 1.1099,                0.58333,                      1,                 1.3289,             0.00017016,             0.00017016,             0.00017016
                     11,                 1.1928,                0.58333,                      1,                 1.3189,             0.00018324,             0.00018324,             0.00018324
                     12,                 1.0754,                0.58333,                      1,                 1.3128,             0.00019547,             0.00019547,             0.00019547
                     13,                 1.0233,                    0.5,                      1,                 1.3005,             0.00020685,             0.00020685,             0.00020685
                     14,                 1.0438,                    0.5,                      1,                 1.2936,             0.00021739,             0.00021739,             0.00021739
                     15,                0.99534,                    0.5,                      1,                  1.279,             0.00022707,             0.00022707,             0.00022707
                     16,                0.94924,                    0.5,                      1,                 1.2692,             0.00023591,             0.00023591,             0.00023591
                     17,                0.99136,                    0.5,                      1,                 1.2531,              0.0002439,              0.0002439,              0.0002439
                     18,                0.87948,                0.66667,                      1,                 1.2404,             0.00025104,             0.00025104,             0.00025104
                     19,                0.85405,                0.66667,                      1,                 1.2311,             0.00025734,             0.00025734,             0.00025734
                     20,                0.78086,                0.58333,                      1,                  1.222,             0.00026278,             0.00026278,             0.00026278
                     21,                0.68382,                0.58333,                      1,                 1.2106,             0.00026738,             0.00026738,             0.00026738
                     22,                0.77476,                0.66667,                      1,                 1.1992,             0.00027113,             0.00027113,             0.00027113
                     23,                0.63127,                0.58333,                      1,                 1.1928,             0.00027403,             0.00027403,             0.00027403
                     24,                0.67726,                0.58333,                      1,                 1.1828,             0.00027608,             0.00027608,             0.00027608
                     25,                0.62388,                0.58333,                      1,                 1.1791,             0.00027728,             0.00027728,             0.00027728
                     26,                0.55111,                0.58333,                      1,                 1.1708,             0.00027764,             0.00027764,             0.00027764
                     27,                0.39938,                0.58333,                      1,                 1.1497,             0.00027715,             0.00027715,             0.00027715
                     28,                0.44735,                0.58333,                      1,                 1.1457,             0.00027581,             0.00027581,             0.00027581
                     29,                0.37691,                0.58333,                      1,                 1.1457,             0.00027362,             0.00027362,             0.00027362
                     30,                0.50078,                   0.75,                      1,                 1.1403,             0.00027058,             0.00027058,             0.00027058
                     31,                0.43943,                   0.75,                      1,                 1.1316,             0.00026669,             0.00026669,             0.00026669
                     32,                0.38179,                   0.75,                      1,                 1.1301,             0.00026196,             0.00026196,             0.00026196
                     33,                0.43074,                   0.75,                      1,                 1.1301,             0.00025638,             0.00025638,             0.00025638
                     34,                 0.4729,                   0.75,                      1,                  1.118,             0.00024747,             0.00024747,             0.00024747
                     35,                0.44955,                   0.75,                      1,                 1.1031,             0.00023334,             0.00023334,             0.00023334
                     36,                0.34201,                   0.75,                      1,                 1.0933,              0.0002192,              0.0002192,              0.0002192
                     37,                0.28635,                   0.75,                      1,                 1.0933,             0.00020506,             0.00020506,             0.00020506
                     38,                0.44846,                   0.75,                      1,                 1.0828,             0.00019092,             0.00019092,             0.00019092
                     39,                 0.4225,                   0.75,                      1,                 1.0904,             0.00017679,             0.00017679,             0.00017679
                     40,                0.22861,                   0.75,                      1,                 1.0795,             0.00016265,             0.00016265,             0.00016265
                     41,                0.37469,                   0.75,                      1,                 1.0795,             0.00014851,             0.00014851,             0.00014851
                     42,                0.33593,                   0.75,                      1,                 1.0804,             0.00013437,             0.00013437,             0.00013437
                     43,                0.29353,                   0.75,                      1,                 1.0667,             0.00012024,             0.00012024,             0.00012024
                     44,                0.30607,                   0.75,                      1,                 1.0745,              0.0001061,              0.0001061,              0.0001061
                     45,                0.37467,                   0.75,                      1,                 1.0745,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     46,                0.26983,                   0.75,                      1,                 1.0757,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     47,                0.25656,                   0.75,                      1,                 1.0789,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     48,                0.22646,                   0.75,                      1,                 1.0753,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     49,                0.28789,                   0.75,                      1,                 1.0753,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     50,                0.27526,                   0.75,                      1,                 1.0779,             2.1277e-05,             2.1277e-05,             2.1277e-05
