                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4013,                      0,                      1,                 1.3916,              1.428e-05,              1.428e-05,              1.428e-05
                      2,                 1.3913,                0.08333,                      1,                 1.3881,             3.4816e-05,             3.4816e-05,             3.4816e-05
                      3,                 1.3569,                   0.25,                      1,                 1.3821,             5.4293e-05,             5.4293e-05,             5.4293e-05
                      4,                 1.3365,                   0.25,                      1,                 1.3759,             7.2708e-05,             7.2708e-05,             7.2708e-05
                      5,                 1.3006,                0.41667,                      1,                 1.3669,             9.0064e-05,             9.0064e-05,             9.0064e-05
                      6,                 1.2822,                    0.5,                      1,                 1.3595,             0.00010636,             0.00010636,             0.00010636
                      7,                 1.2598,                0.58333,                      1,                 1.3498,             0.00012159,             0.00012159,             0.00012159
                      8,                 1.2144,                0.58333,                      1,                 1.3445,             0.00013577,             0.00013577,             0.00013577
                      9,                 1.2114,                0.58333,                      1,                 1.3349,             0.00014888,             0.00014888,             0.00014888
                     10,                 1.1159,                0.58333,                      1,                 1.3303,             0.00016094,             0.00016094,             0.00016094
                     11,                 1.1982,                0.58333,                      1,                  1.321,             0.00017193,             0.00017193,             0.00017193
                     12,                 1.0853,                0.58333,                      1,                 1.3153,             0.00018186,             0.00018186,             0.00018186
                     13,                 1.0355,                    0.5,                      1,                  1.304,             0.00019074,             0.00019074,             0.00019074
                     14,                 1.0564,                    0.5,                      1,                 1.2979,             0.00019855,             0.00019855,             0.00019855
                     15,                 1.0139,                    0.5,                      1,                 1.2847,              0.0002053,              0.0002053,              0.0002053
                     16,                0.97042,                    0.5,                      1,                  1.276,               0.000211,               0.000211,               0.000211
                     17,                 1.0116,                    0.5,                      1,                 1.2622,             0.00021563,             0.00021563,             0.00021563
                     18,                0.90448,                    0.5,                      1,                 1.2514,              0.0002192,              0.0002192,              0.0002192
                     19,                0.87892,                0.58333,                      1,                 1.2436,             0.00022171,             0.00022171,             0.00022171
                     20,                0.81748,                0.58333,                      1,                  1.236,             0.00022316,             0.00022316,             0.00022316
                     21,                0.72811,                0.58333,                      1,                 1.2262,             0.00022355,             0.00022355,             0.00022355
                     22,                 0.8204,                0.58333,                      1,                 1.2154,             0.00022288,             0.00022288,             0.00022288
                     23,                0.68484,                0.58333,                      1,                 1.2094,             0.00022115,             0.00022115,             0.00022115
                     24,                0.73052,                    0.5,                      1,                 1.1998,             0.00021836,             0.00021836,             0.00021836
                     25,                0.66769,                    0.5,                      1,                 1.1959,             0.00021451,             0.00021451,             0.00021451
                     26,                0.60662,                0.58333,                      1,                 1.1888,              0.0002096,              0.0002096,              0.0002096
                     27,                0.46931,                0.58333,                      1,                 1.1713,             0.00020363,             0.00020363,             0.00020363
                     28,                0.52251,                0.58333,                      1,                 1.1675,              0.0001966,              0.0001966,              0.0001966
                     29,                0.46176,                0.58333,                      1,                 1.1675,             0.00018851,             0.00018851,             0.00018851
                     30,                0.56756,                0.66667,                      1,                 1.1635,             0.00017936,             0.00017936,             0.00017936
                     31,                0.61224,                   0.75,                      1,                 1.1534,             0.00016915,             0.00016915,             0.00016915
                     32,                0.44087,                   0.75,                      1,                 1.1497,             0.00015787,             0.00015787,             0.00015787
                     33,                0.46861,                   0.75,                      1,                 1.1497,             0.00014554,             0.00014554,             0.00014554
                     34,                0.45946,                   0.75,                      1,                 1.1418,             0.00013084,             0.00013084,             0.00013084
                     35,                0.51397,                   0.75,                      1,                  1.142,             0.00011317,             0.00011317,             0.00011317
                     36,                0.37113,                   0.75,                      1,                 1.1441,             9.5498e-05,             9.5498e-05,             9.5498e-05
                     37,                0.49619,                   0.75,                      1,                 1.1441,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     38,                0.41088,                0.66667,                      1,                 1.1494,             6.0154e-05,             6.0154e-05,             6.0154e-05
                     39,                0.36934,                   0.75,                      1,                 1.1371,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     40,                0.44338,                   0.75,                      1,                 1.1274,             2.4812e-05,             2.4812e-05,             2.4812e-05
