                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6591,                0.13333,                      1,                 1.6007,              2.142e-05,              2.142e-05,              2.142e-05
                      2,                 1.5907,                    0.2,                      1,                 1.5997,             4.8331e-05,             4.8331e-05,             4.8331e-05
                      3,                    1.6,                0.26667,                      1,                 1.5998,             7.3356e-05,             7.3356e-05,             7.3356e-05
                      4,                 1.5572,                0.13333,                      1,                 1.6004,             9.6497e-05,             9.6497e-05,             9.6497e-05
                      5,                 1.5031,                0.13333,                      1,                 1.5996,             0.00011775,             0.00011775,             0.00011775
                      6,                 1.4761,                    0.2,                      1,                 1.5984,             0.00013712,             0.00013712,             0.00013712
                      7,                 1.4911,                0.26667,                      1,                 1.5972,             0.00015461,             0.00015461,             0.00015461
                      8,                 1.4202,                0.33333,                      1,                 1.5968,             0.00017021,             0.00017021,             0.00017021
                      9,                 1.4107,                    0.4,                      1,                 1.5934,             0.00018393,             0.00018393,             0.00018393
                     10,                 1.4296,                    0.4,                      1,                 1.5916,             0.00019576,             0.00019576,             0.00019576
                     11,                 1.3488,                0.33333,                      1,                 1.5888,              0.0002057,              0.0002057,              0.0002057
                     12,                 1.3676,                0.26667,                      1,                 1.5859,             0.00021376,             0.00021376,             0.00021376
                     13,                 1.2416,                0.33333,                      1,                 1.5809,             0.00021994,             0.00021994,             0.00021994
                     14,                 1.1643,                0.26667,                      1,                 1.5798,             0.00022423,             0.00022423,             0.00022423
                     15,                 1.1716,                0.26667,                      1,                 1.5733,             0.00022664,             0.00022664,             0.00022664
                     16,                 1.1909,                0.26667,                      1,                 1.5703,             0.00022716,             0.00022716,             0.00022716
                     17,                 1.1273,                0.26667,                      1,                 1.5646,              0.0002258,              0.0002258,              0.0002258
                     18,                 1.1785,                    0.2,                      1,                 1.5647,             0.00022255,             0.00022255,             0.00022255
                     19,                 1.0783,                    0.2,                      1,                 1.5624,             0.00021741,             0.00021741,             0.00021741
                     20,                 1.0875,                    0.2,                      1,                 1.5589,             0.00021039,             0.00021039,             0.00021039
                     21,                 1.0688,                    0.2,                      1,                 1.5554,             0.00020149,             0.00020149,             0.00020149
                     22,                 1.0787,                    0.2,                      1,                 1.5556,              0.0001907,              0.0001907,              0.0001907
                     23,                0.88066,                    0.2,                      1,                 1.5462,             0.00017803,             0.00017803,             0.00017803
                     24,                0.90966,                0.26667,                      1,                 1.5436,             0.00016347,             0.00016347,             0.00016347
                     25,                0.85782,                    0.2,                      1,                 1.5399,             0.00014703,             0.00014703,             0.00014703
                     26,                0.92894,                0.33333,                      1,                 1.5355,             0.00012495,             0.00012495,             0.00012495
                     27,                0.76068,                0.33333,                      1,                 1.5344,             0.00010139,             0.00010139,             0.00010139
                     28,                0.75206,                0.33333,                      1,                 1.5358,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     29,                0.94707,                0.26667,                      1,                 1.5356,             5.4264e-05,             5.4264e-05,             5.4264e-05
                     30,                0.79792,                0.33333,                      1,                 1.5316,             3.0702e-05,             3.0702e-05,             3.0702e-05
