                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5828,                      0,                      1,                 1.6236,               7.14e-06,               7.14e-06,               7.14e-06
                      2,                 1.6502,                      0,                      1,                 1.6248,             2.0996e-05,             2.0996e-05,             2.0996e-05
                      3,                 1.6939,                    0.2,                      1,                 1.6221,             3.4286e-05,             3.4286e-05,             3.4286e-05
                      4,                 1.6104,                    0.2,                      1,                 1.6166,             4.7011e-05,             4.7011e-05,             4.7011e-05
                      5,                 1.5767,                    0.4,                      1,                  1.607,             5.9171e-05,             5.9171e-05,             5.9171e-05
                      6,                 1.4805,                    0.2,                      1,                 1.6011,             7.0765e-05,             7.0765e-05,             7.0765e-05
                      7,                 1.5657,                    0.4,                      1,                 1.5902,             8.1793e-05,             8.1793e-05,             8.1793e-05
                      8,                 1.3909,                    0.4,                      1,                 1.5781,             9.2256e-05,             9.2256e-05,             9.2256e-05
                      9,                 1.3058,                    0.4,                      1,                 1.5697,             0.00010215,             0.00010215,             0.00010215
                     10,                 1.2878,                    0.4,                      1,                 1.5577,             0.00011149,             0.00011149,             0.00011149
                     11,                 1.3623,                    0.4,                      1,                 1.5488,             0.00012025,             0.00012025,             0.00012025
                     12,                 1.2786,                    0.4,                      1,                 1.5346,             0.00012845,             0.00012845,             0.00012845
                     13,                 1.2207,                    0.4,                      1,                 1.5205,             0.00013609,             0.00013609,             0.00013609
                     14,                 1.0768,                    0.4,                      1,                 1.5073,             0.00014316,             0.00014316,             0.00014316
                     15,                  1.094,                    0.4,                      1,                 1.4952,             0.00014966,             0.00014966,             0.00014966
                     16,                0.97277,                    0.4,                      1,                  1.483,              0.0001556,              0.0001556,              0.0001556
                     17,                0.99485,                    0.4,                      1,                 1.4692,             0.00016098,             0.00016098,             0.00016098
                     18,                  1.051,                    0.4,                      1,                 1.4557,             0.00016578,             0.00016578,             0.00016578
                     19,                0.94652,                    0.4,                      1,                 1.4396,             0.00017003,             0.00017003,             0.00017003
                     20,                0.80929,                    0.6,                      1,                 1.4223,              0.0001737,              0.0001737,              0.0001737
                     21,                0.90184,                    0.6,                      1,                 1.4064,             0.00017681,             0.00017681,             0.00017681
                     22,                0.88108,                    0.6,                      1,                 1.3946,             0.00017936,             0.00017936,             0.00017936
                     23,                0.88716,                    0.6,                      1,                 1.3839,             0.00018134,             0.00018134,             0.00018134
                     24,                0.71551,                    0.8,                      1,                 1.3722,             0.00018276,             0.00018276,             0.00018276
                     25,                0.68034,                    0.8,                      1,                 1.3623,             0.00018361,             0.00018361,             0.00018361
                     26,                0.60543,                    0.8,                      1,                 1.3521,             0.00018389,             0.00018389,             0.00018389
                     27,                0.69641,                    0.8,                      1,                 1.3401,             0.00018361,             0.00018361,             0.00018361
                     28,                0.59359,                    0.8,                      1,                 1.3401,             0.00018276,             0.00018276,             0.00018276
                     29,                0.58241,                    0.8,                      1,                 1.3306,             0.00018135,             0.00018135,             0.00018135
                     30,                0.68652,                    0.8,                      1,                  1.324,             0.00017937,             0.00017937,             0.00017937
                     31,                0.48638,                    0.8,                      1,                  1.324,             0.00017683,             0.00017683,             0.00017683
                     32,                0.57428,                    0.8,                      1,                 1.3161,             0.00017372,             0.00017372,             0.00017372
                     33,                0.34397,                    0.8,                      1,                 1.3082,             0.00017005,             0.00017005,             0.00017005
                     34,                 0.4625,                    0.8,                      1,                 1.3082,             0.00016581,             0.00016581,             0.00016581
                     35,                0.41403,                    0.8,                      1,                 1.3027,               0.000161,               0.000161,               0.000161
                     36,                0.54455,                    0.8,                      1,                 1.3015,             0.00015563,             0.00015563,             0.00015563
                     37,                0.41635,                    0.8,                      1,                 1.3015,             0.00014969,             0.00014969,             0.00014969
                     38,                0.39008,                    0.8,                      1,                 1.2952,             0.00014319,             0.00014319,             0.00014319
                     39,                0.45156,                    0.8,                      1,                 1.2896,             0.00013613,             0.00013613,             0.00013613
                     40,                0.48652,                    0.8,                      1,                 1.2896,             0.00012849,             0.00012849,             0.00012849
                     41,                0.41407,                    0.8,                      1,                 1.2801,             0.00012029,             0.00012029,             0.00012029
                     42,                0.40678,                    0.8,                      1,                 1.2774,             0.00011153,             0.00011153,             0.00011153
                     43,                0.38535,                    0.8,                      1,                 1.2774,              0.0001022,              0.0001022,              0.0001022
                     44,                0.27876,                    0.8,                      1,                 1.2824,             9.2307e-05,             9.2307e-05,             9.2307e-05
                     45,                0.27295,                    0.8,                      1,                 1.2824,             8.1847e-05,             8.1847e-05,             8.1847e-05
                     46,                0.25109,                    0.8,                      1,                 1.2824,             7.0822e-05,             7.0822e-05,             7.0822e-05
                     47,                0.26477,                    0.8,                      1,                 1.2824,             5.9231e-05,             5.9231e-05,             5.9231e-05
                     48,                0.32224,                    0.8,                      1,                 1.2843,             4.7074e-05,             4.7074e-05,             4.7074e-05
                     49,                  0.243,                    0.8,                      1,                 1.2843,             3.4352e-05,             3.4352e-05,             3.4352e-05
                     50,                0.35006,                      1,                      1,                 1.2804,             2.1064e-05,             2.1064e-05,             2.1064e-05
