                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6834,                0.13333,                      1,                 1.6115,              2.142e-05,              2.142e-05,              2.142e-05
                      2,                 1.6483,                0.13333,                      1,                 1.6098,             4.8331e-05,             4.8331e-05,             4.8331e-05
                      3,                 1.6221,                0.13333,                      1,                 1.6063,             7.3356e-05,             7.3356e-05,             7.3356e-05
                      4,                 1.5641,                0.26667,                      1,                 1.6003,             9.6497e-05,             9.6497e-05,             9.6497e-05
                      5,                 1.5163,                0.33333,                      1,                 1.5966,             0.00011775,             0.00011775,             0.00011775
                      6,                 1.5391,                0.26667,                      1,                 1.5925,             0.00013712,             0.00013712,             0.00013712
                      7,                 1.4684,                0.46667,                      1,                  1.587,             0.00015461,             0.00015461,             0.00015461
                      8,                 1.4073,                0.46667,                      1,                 1.5825,             0.00017021,             0.00017021,             0.00017021
                      9,                 1.4541,                0.46667,                      1,                 1.5753,             0.00018393,             0.00018393,             0.00018393
                     10,                  1.468,                0.46667,                      1,                 1.5681,             0.00019576,             0.00019576,             0.00019576
                     11,                 1.3428,                0.46667,                      1,                 1.5588,              0.0002057,              0.0002057,              0.0002057
                     12,                  1.369,                0.46667,                      1,                  1.549,             0.00021376,             0.00021376,             0.00021376
                     13,                 1.2794,                    0.4,                      1,                 1.5406,             0.00021994,             0.00021994,             0.00021994
                     14,                 1.2036,                    0.4,                      1,                 1.5368,             0.00022423,             0.00022423,             0.00022423
                     15,                 1.1265,                    0.4,                      1,                 1.5268,             0.00022664,             0.00022664,             0.00022664
                     16,                 1.2596,                    0.4,                      1,                 1.5239,             0.00022716,             0.00022716,             0.00022716
                     17,                 1.1153,                    0.4,                      1,                 1.5208,              0.0002258,              0.0002258,              0.0002258
                     18,                 1.1769,                    0.4,                      1,                 1.5292,             0.00022255,             0.00022255,             0.00022255
                     19,                 1.1293,                0.33333,                      1,                 1.5327,             0.00021741,             0.00021741,             0.00021741
                     20,                    1.2,                0.33333,                      1,                 1.5368,             0.00021039,             0.00021039,             0.00021039
                     21,                 1.0462,                0.33333,                      1,                 1.5396,             0.00020149,             0.00020149,             0.00020149
                     22,                 1.0582,                0.33333,                      1,                 1.5262,              0.0001907,              0.0001907,              0.0001907
                     23,                0.93248,                    0.4,                      1,                 1.5105,             0.00017803,             0.00017803,             0.00017803
                     24,                0.99436,                0.46667,                      1,                 1.4985,             0.00016347,             0.00016347,             0.00016347
                     25,                0.98139,                0.46667,                      1,                 1.4875,             0.00014703,             0.00014703,             0.00014703
                     26,                0.82987,                0.46667,                      1,                 1.4727,             0.00012495,             0.00012495,             0.00012495
                     27,                0.79664,                    0.4,                      1,                 1.4588,             0.00010139,             0.00010139,             0.00010139
                     28,                0.86089,                    0.4,                      1,                 1.4549,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     29,                0.93998,                0.46667,                      1,                  1.458,             5.4264e-05,             5.4264e-05,             5.4264e-05
                     30,                0.80133,                0.46667,                      1,                 1.4506,             3.0702e-05,             3.0702e-05,             3.0702e-05
