                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4535,                0.41667,                      1,                 1.3776,              1.428e-05,              1.428e-05,              1.428e-05
                      2,                  1.404,                0.41667,                      1,                 1.3795,             3.4286e-05,             3.4286e-05,             3.4286e-05
                      3,                 1.3938,                0.41667,                      1,                 1.3806,             5.2596e-05,             5.2596e-05,             5.2596e-05
                      4,                 1.3583,                0.33333,                      1,                 1.3814,             6.9209e-05,             6.9209e-05,             6.9209e-05
                      5,                 1.3112,                   0.25,                      1,                 1.3815,             8.4126e-05,             8.4126e-05,             8.4126e-05
                      6,                 1.2872,                   0.25,                      1,                 1.3811,             9.7347e-05,             9.7347e-05,             9.7347e-05
                      7,                 1.2815,                   0.25,                      1,                 1.3806,             0.00010887,             0.00010887,             0.00010887
                      8,                 1.2586,                   0.25,                      1,                 1.3769,              0.0001187,              0.0001187,              0.0001187
                      9,                 1.2333,                0.33333,                      1,                   1.37,             0.00012683,             0.00012683,             0.00012683
                     10,                 1.1881,                0.33333,                      1,                  1.364,             0.00013326,             0.00013326,             0.00013326
                     11,                 1.2158,                0.33333,                      1,                 1.3595,               0.000138,               0.000138,               0.000138
                     12,                 1.1364,                0.33333,                      1,                 1.3554,             0.00014104,             0.00014104,             0.00014104
                     13,                 1.1135,                0.33333,                      1,                 1.3446,             0.00014239,             0.00014239,             0.00014239
                     14,                 1.0574,                0.41667,                      1,                 1.3398,             0.00014204,             0.00014204,             0.00014204
                     15,                0.97343,                    0.5,                      1,                 1.3319,             0.00013999,             0.00013999,             0.00013999
                     16,                0.96409,                0.58333,                      1,                 1.3269,             0.00013625,             0.00013625,             0.00013625
                     17,                0.99249,                0.58333,                      1,                 1.3175,              0.0001308,              0.0001308,              0.0001308
                     18,                0.92867,                0.58333,                      1,                 1.3152,             0.00012367,             0.00012367,             0.00012367
                     19,                0.92852,                0.58333,                      1,                 1.3109,             0.00011483,             0.00011483,             0.00011483
                     20,                 0.9297,                0.58333,                      1,                 1.3073,              0.0001043,              0.0001043,              0.0001043
                     21,                0.90855,                0.58333,                      1,                 1.3022,             9.2077e-05,             9.2077e-05,             9.2077e-05
                     22,                 0.8783,                0.58333,                      1,                    1.3,             7.8154e-05,             7.8154e-05,             7.8154e-05
                     23,                0.81845,                0.58333,                      1,                 1.3004,             6.2535e-05,             6.2535e-05,             6.2535e-05
                     24,                0.93388,                0.58333,                      1,                 1.2956,             4.5219e-05,             4.5219e-05,             4.5219e-05
                     25,                0.82211,                0.58333,                      1,                 1.2961,             2.6207e-05,             2.6207e-05,             2.6207e-05
