                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3953,                   0.25,                      1,                 1.3803,              1.428e-05,              1.428e-05,              1.428e-05
                      2,                 1.3833,                0.41667,                      1,                 1.3777,             3.4522e-05,             3.4522e-05,             3.4522e-05
                      3,                 1.3942,                    0.5,                      1,                 1.3739,              5.335e-05,              5.335e-05,              5.335e-05
                      4,                 1.3482,                0.58333,                      1,                 1.3704,             7.0765e-05,             7.0765e-05,             7.0765e-05
                      5,                 1.3169,                0.41667,                      1,                 1.3664,             8.6765e-05,             8.6765e-05,             8.6765e-05
                      6,                 1.2912,                    0.5,                      1,                 1.3617,             0.00010135,             0.00010135,             0.00010135
                      7,                 1.2777,                0.58333,                      1,                 1.3549,             0.00011453,             0.00011453,             0.00011453
                      8,                 1.2453,                0.58333,                      1,                 1.3511,             0.00012629,             0.00012629,             0.00012629
                      9,                 1.2309,                0.58333,                      1,                 1.3418,             0.00013663,             0.00013663,             0.00013663
                     10,                 1.2037,                0.58333,                      1,                 1.3357,             0.00014556,             0.00014556,             0.00014556
                     11,                  1.217,                0.58333,                      1,                 1.3255,             0.00015308,             0.00015308,             0.00015308
                     12,                 1.1567,                0.58333,                      1,                 1.3198,             0.00015919,             0.00015919,             0.00015919
                     13,                 1.1018,                    0.5,                      1,                 1.3058,             0.00016388,             0.00016388,             0.00016388
                     14,                  1.128,                    0.5,                      1,                 1.2999,             0.00016715,             0.00016715,             0.00016715
                     15,                 1.0283,                    0.5,                      1,                 1.2854,             0.00016902,             0.00016902,             0.00016902
                     16,                0.97332,                0.58333,                      1,                 1.2777,             0.00016947,             0.00016947,             0.00016947
                     17,                 1.0275,                0.66667,                      1,                 1.2647,              0.0001685,              0.0001685,              0.0001685
                     18,                0.96673,                0.66667,                      1,                  1.254,             0.00016613,             0.00016613,             0.00016613
                     19,                 0.9515,                0.66667,                      1,                 1.2439,             0.00016234,             0.00016234,             0.00016234
                     20,                0.89873,                0.66667,                      1,                 1.2359,             0.00015713,             0.00015713,             0.00015713
                     21,                0.88249,                0.66667,                      1,                 1.2267,             0.00015051,             0.00015051,             0.00015051
                     22,                0.95659,                0.66667,                      1,                 1.2165,             0.00014248,             0.00014248,             0.00014248
                     23,                0.87078,                0.58333,                      1,                 1.2077,             0.00013303,             0.00013303,             0.00013303
                     24,                0.83794,                0.58333,                      1,                 1.2018,             0.00012217,             0.00012217,             0.00012217
                     25,                0.81918,                0.58333,                      1,                 1.1936,              0.0001099,              0.0001099,              0.0001099
                     26,                 0.8265,                0.58333,                      1,                 1.1908,             9.6211e-05,             9.6211e-05,             9.6211e-05
                     27,                 0.7904,                0.58333,                      1,                 1.1845,              8.111e-05,              8.111e-05,              8.111e-05
                     28,                0.80021,                0.58333,                      1,                 1.1827,             6.4596e-05,             6.4596e-05,             6.4596e-05
                     29,                0.76269,                0.58333,                      1,                 1.1827,             4.6667e-05,             4.6667e-05,             4.6667e-05
                     30,                 0.7248,                0.58333,                      1,                 1.1826,             2.7325e-05,             2.7325e-05,             2.7325e-05
